CVEID,CWEID,VulnerabilityType,AttackPattern,Report
CVE-2002-1969,['NVD-CWE-Other'],[''],[],Magic Notebook 1.0b and 1.1b allows remote attackers to cause a denial of service (crash) via an invalid username during login.
CVE-2002-1970,['NVD-CWE-Other'],[''],[],"SnortCenter 0.9.5, when configured to push Snort rules, stores the rules in a temporary file with world-readable and world-writable permissions, which allows local users to obtain usernames and passwords for the alert database servers."
CVE-2002-1971,['NVD-CWE-Other'],[''],[],The ping utility in networking_utils.php in Sourcecraft Networking_Utils 1.0 allows remote attackers to read arbitrary files via shell metacharacters in the Domain name or IP address argument.
CVE-2002-1972,['NVD-CWE-Other'],[''],[],"Unknown vulnerability in Parallel port powerSwitch (aka pp_powerSwitch) 0.1 does not properly enforce access controls, which allows local users to access arbitrary ports."
CVE-2002-1973,['NVD-CWE-Other'],[''],[],"Buffer overflow in CHttpServer::OnParseError in the ISAPI extension (Isapi.cpp) when built using Microsoft Foundation Class (MFC) static libraries in Visual C++ 5.0, and 6.0 before SP3, as used in multiple products including BadBlue, allows remote attackers to cause a denial of service (access violation and crash) and possibly execute arbitrary code via a long query string that causes a parsing error."
CVE-2002-1974,['NVD-CWE-Other'],[''],[],"The FTP service in Zaurus PDAs SL-5000D and SL-5500 does not require authentication, which allows remote attackers to access the file system as root."
CVE-2002-1975,['NVD-CWE-Other'],[''],[],"Sharp Zaurus PDA SL-5000D and SL-5500 uses a salt of ""A0"" to encrypt the screen-locking password as stored in the Security.conf file, which makes it easier for local users to guess the password via brute force methods."
CVE-2002-1976,['NVD-CWE-Other'],[''],[],"ifconfig, when used on the Linux kernel 2.2 and later, does not report when the network interface is in promiscuous mode if it was put in promiscuous mode using PACKET_MR_PROMISC, which could allow attackers to sniff the network without detection, as demonstrated using libpcap."
CVE-2002-1977,['NVD-CWE-Other'],[''],[],"Network Associates PGP 7.0.4 and 7.1 does not time out according to the value set in the ""Passphrase Cache"" option, which could allow attackers to open encrypted files without providing a passphrase."
CVE-2002-1978,[],[],[],"IPFilter 3.1.1 through 3.4.28 allows remote attackers to bypass firewall rules by sending a PASV command string as the argument of another command to an FTP server, which generates a response that contains the string, causing IPFilter to treat the response as if it were a legitimate PASV command from the server."
CVE-2002-1979,['CWE-20'],['Improper Input Validation'],"['CAPEC-10', 'CAPEC-101', 'CAPEC-104', 'CAPEC-108', 'CAPEC-109', 'CAPEC-110', 'CAPEC-120', 'CAPEC-13', 'CAPEC-135', 'CAPEC-136', 'CAPEC-14', 'CAPEC-153', 'CAPEC-182', 'CAPEC-209', 'CAPEC-22', 'CAPEC-23', 'CAPEC-230', 'CAPEC-231', 'CAPEC-24', 'CAPEC-250', 'CAPEC-261', 'CAPEC-267', 'CAPEC-28', 'CAPEC-3', 'CAPEC-31', 'CAPEC-42', 'CAPEC-43', 'CAPEC-45', 'CAPEC-46', 'CAPEC-47', 'CAPEC-473', 'CAPEC-52', 'CAPEC-53', 'CAPEC-588', 'CAPEC-63', 'CAPEC-64', 'CAPEC-664', 'CAPEC-67', 'CAPEC-7', 'CAPEC-71', 'CAPEC-72', 'CAPEC-73', 'CAPEC-78', 'CAPEC-79', 'CAPEC-8', 'CAPEC-80', 'CAPEC-81', 'CAPEC-83', 'CAPEC-85', 'CAPEC-88', 'CAPEC-9']","WatchGuard SOHO products running firmware 5.1.6 and earlier, and Vclass/RSSA using 3.2 SP1 and earlier, allows remote attackers to bypass firewall rules by sending a PASV command string as the argument of another command to an FTP server, which generates a response that contains the string, causing IPFilter to treat the response as if it were a legitimate PASV command from the server."
CVE-2002-1980,['NVD-CWE-Other'],[''],[],Buffer overflow in Volume Manager daemon (vold) of Sun Solaris 2.5.1 through 8 allows local users to execute arbitrary code via unknown attack vectors.
CVE-2002-1981,['NVD-CWE-Other'],[''],[],"Microsoft SQL Server 2000 through SQL Server 2000 SP2 allows the ""public"" role to execute the (1) sp_MSSetServerProperties or (2) sp_MSsetalertinfo stored procedures, which allows attackers to modify configuration including SQL server startup and alert settings."
CVE-2002-1982,['NVD-CWE-Other'],[''],[],"Directory traversal vulnerability in the list_directory function in Icecast 1.3.12 allows remote attackers to determine if a directory exists via a .. (dot dot) in the GET request, which returns different error messages depending on whether the directory exists or not."
CVE-2002-1983,['NVD-CWE-Other'],[''],[],The timer implementation in QNX RTOS 6.1.0 allows local users to cause a denial of service (hang) and possibly execute arbitrary code by creating multiple timers with a 1-ms tick.
CVE-2002-1984,['NVD-CWE-Other'],[''],[],"Microsoft Internet Explorer 5.0.1 through 6.0 on Windows 2000 or Windows XP allows remote attackers to cause a denial of service (crash) via an OBJECT tag that contains a crafted CLASSID (CLSID) value of ""CLSID:00022613-0000-0000-C000-000000000046""."
CVE-2002-1985,['NVD-CWE-Other'],[''],[],"iSMTP 5.0.1 allows remote attackers to cause a denial of service via a long ""MAIL FROM"" command, possibly triggering a buffer overflow."
CVE-2002-1986,['NVD-CWE-Other'],[''],[],"Perception LiteServe 2.0 through 2.0.1 allows remote attackers to obtain the source code of CGI scripts via an HTTP request with a trailing dot (""."")."
CVE-2002-1987,['NVD-CWE-Other'],[''],[],"Directory traversal vulnerability in view_source.jsp in Resin 2.1.2 allows remote attackers to read arbitrary files via a ""\.."" (backslash dot dot)."
CVE-2002-1988,['NVD-CWE-Other'],[''],[],Resin 2.1.1 allows remote attackers to cause a denial of service (memory consumption and hang) via a URL with long variables for non-existent resources.
CVE-2002-1989,['NVD-CWE-Other'],[''],[],Resin 2.1.1 allows remote attackers to cause a denial of service (thread and connection consumption) via multiple URL requests containing the DOS 'CON' device name and a registered file extension such as .jsp or .xtp.
CVE-2002-1990,['NVD-CWE-Other'],[''],[],Resin 2.0.5 through 2.1.2 allows remote attackers to reveal physical path information via a URL request for the example Java class file HelloServlet.
CVE-2002-1991,['CWE-94'],"[""Improper Control of Generation of Code ('Code Injection')""]","['CAPEC-242', 'CAPEC-35', 'CAPEC-77']",PHP file inclusion vulnerability in osCommerce 2.1 execute arbitrary commands via the include_file parameter to include_once.php.
CVE-2002-1992,['NVD-CWE-Other'],[''],[],"Buffer overflow in jrun.dll in ColdFusion MX, when used with IIS 4 or 5, allows remote attackers to cause a denial of service in IIS via (1) a long template file name or (2) a long HTTP header."
CVE-2002-1993,['NVD-CWE-Other'],[''],[],webbbs_post.pl in WebBBS 4 and 5.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the followup parameter.
CVE-2002-1994,['NVD-CWE-Other'],[''],[],advserver.exe in Advanced Web Server (AdvServer) Professional 1.030000 allows remote attackers to cause a denial of service via multiple HTTP requests containing a single carriage return/line feed (CRLF) sequence.
CVE-2002-1995,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in phptonuke.php for PHP-Nuke allows remote attackers to inject arbitrary web script or HTML via the filnavn parameter.
CVE-2002-1996,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in PostNuke 0.71 and earlier allows remote attackers to inject arbitrary web script or HTML via the (1) name parameter in modules.php and (2) catid parameter in index.php.
CVE-2002-1997,['NVD-CWE-Other'],[''],[],ZoneAlarm Pro 3.0 MailSafe allows remote attackers to bypass filtering and possibly execute arbitrary code via email attachments containing a trailing dot after the file extension.
CVE-2002-1998,['NVD-CWE-Other'],[''],[],Buffer overflow in rpc.cmsd in SCO UnixWare 7.1.1 and Open UNIX 8.0.0 allows remote attackers to execute arbitrary commands via a long parameter to rtable_create (procedure 21).
CVE-2002-1999,['NVD-CWE-Other'],[''],[],HP Praesidium Webproxy 1.0 running on HP-UX 11.04 VVOS could allow remote attackers to cause Webproxy to forward requests to the internal network via crafted HTTP requests.
CVE-2002-2000,['NVD-CWE-Other'],[''],[],"ACMS 4.3 and 4.4 in OpenVMS Alpha 7.2 and 7.3 does not properly use process privileges, which allows attackers to access data."
CVE-2002-20001,['CWE-400'],['Uncontrolled Resource Consumption'],"['CAPEC-147', 'CAPEC-197', 'CAPEC-492']","The Diffie-Hellman Key Agreement Protocol allows remote attackers (from the client side) to send arbitrary numbers that are actually not public keys, and trigger expensive server-side DHE modular-exponentiation calculations, aka a D(HE)ater attack. The client needs very little CPU resources and network bandwidth. The attack may be more disruptive in cases where a client can require a server to select its largest supported key size. The basic attack scenario is that the client must claim that it can only communicate with DHE, and the server must be configured to allow DHE."
CVE-2002-2001,['NVD-CWE-Other'],[''],[],"jmcce 1.3.8 in Mandrake 8.1 creates log files in /tmp with predictable names, which allows local users to overwrite arbitrary files via a symlink attack."
CVE-2002-2002,['NVD-CWE-Other'],[''],[],"Buffer overflow in libc in Compaq Tru64 4.0F, 5.0, 5.1 and 5.1A allows attackers to execute arbitrary code via long (1) LANG and (2) LOCPATH environment variables."
CVE-2002-2003,['NVD-CWE-Other'],[''],[],"ypbind in Compaq Tru64 4.0F, 4.0G, 5.0A, 5.1 and 5.1A allows remote attackers to cause the process to core dump via certain network packets generated by nmap."
CVE-2002-2004,['NVD-CWE-Other'],[''],[],portmapper in Compaq Tru64 4.0G and 5.0A allows remote attackers to cause a denial of service via a flood of packets.
CVE-2002-2005,['NVD-CWE-Other'],[''],[],"Unknown vulnerability in Java web start 1.0.1_01, 1.0.1, 1.0 and 1.0.1.01 (HP-UX 11.x only) allows attackers to gain access to restricted resources via unknown attack vectors."
CVE-2002-2006,['NVD-CWE-Other'],[''],[],The default installation of Apache Tomcat 4.0 through 4.1 and 3.0 through 3.3.1 allows remote attackers to obtain the installation path and other sensitive system information via the (1) SnoopServlet or (2) TroubleShooter example servlets.
CVE-2002-2007,['NVD-CWE-Other'],[''],[],"The default installations of Apache Tomcat 3.2.3 and 3.2.4 allows remote attackers to obtain sensitive system information such as directory listings and web root path, via erroneous HTTP requests for Java Server Pages (JSP) in the (1) test/jsp, (2) samples/jsp and (3) examples/jsp directories, or the (4) test/realPath.jsp servlet, which leaks pathnames in error messages."
CVE-2002-2008,['NVD-CWE-Other'],[''],[],"Apache Tomcat 4.0.3 for Windows allows remote attackers to obtain the web root path via an HTTP request for a resource that does not exist, such as lpt9, which leaks the information in an error message."
CVE-2002-2009,['NVD-CWE-Other'],[''],[],"Apache Tomcat 4.0.1 allows remote attackers to obtain the web root path via HTTP requests for JSP files preceded by (1) +/, (2) >/, (3) </, and (4) %20/, which leaks the pathname in an error message."
CVE-2002-2010,['NVD-CWE-Other'],[''],[],"Cross-site scripting (XSS) vulnerability in htsearch.cgi in htdig (ht://Dig) 3.1.5, 3.1.6, and 3.2 allows remote attackers to inject arbitrary web script or HTML via the words parameter."
CVE-2002-2011,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in the fom CGI program (fom.cgi) in Faq-O-Matic 2.711 and 2.712 allows remote attackers to inject arbitrary web script or HTML via the file parameter.
CVE-2002-2012,['NVD-CWE-Other'],[''],[],"Unknown vulnerability in Apache 1.3.19 running on HP Secure OS for Linux 1.0 allows remote attackers to cause ""unexpected results"" via an HTTP request."
CVE-2002-2013,['NVD-CWE-Other'],[''],[],Mozilla 0.9.6 and earlier and Netscape 6.2 and earlier allows remote attackers to steal cookies from another domain via a link with a hex-encoded null character (%00) followed by the target domain.
CVE-2002-2014,['NVD-CWE-Other'],[''],[],"Lotus Domino 5.0.8 web server returns different error messages when a valid or invalid user is provided in HTTP requests, which allows remote attackers to determine valid user names and makes it easier to conduct brute force attacks."
CVE-2002-2015,['NVD-CWE-Other'],[''],[],PHP file inclusion vulnerability in user.php in PostNuke 0.703 allows remote attackers to include arbitrary files and possibly execute code via the caselist parameter.
CVE-2002-2016,['NVD-CWE-Other'],[''],[],"User-mode Linux (UML) 2.4.17-8 does not restrict access to kernel address space, which allows local users to execute arbitrary code."
CVE-2002-2017,['NVD-CWE-Other'],[''],[],"sastcpd in SAS/Base 8.0 allows local users to execute arbitrary code by setting the authprog environment variable to reference a malicious program, which is then executed by sastcpd."
CVE-2002-2018,['NVD-CWE-Other'],[''],[],"sastcpd in SAS/Base 8.0 might allow local users to gain privileges by setting the netencralg environment variable, which causes a segmentation fault."
CVE-2002-2019,['CWE-94'],"[""Improper Control of Generation of Code ('Code Injection')""]","['CAPEC-242', 'CAPEC-35', 'CAPEC-77']",PHP remote file inclusion vulnerability in include_once.php in osCommerce (a.k.a. Exchange Project) 2.1 allows remote attackers to execute arbitrary PHP code via the include_file parameter.
CVE-2002-2020,['NVD-CWE-Other'],[''],[],"Netgear RP114 Cable/DSL Web Safe Router Firmware 3.26 uses a default administrator password and accepts admin logins on the external interface, which allows remote attackers to gain privileges if the password is not changed."
CVE-2002-2021,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in WoltLab Burning Board (wbboard) 1.1.1 allows remote attackers to inject arbitrary web script or HTML via the message parameter.
CVE-2002-2022,['NVD-CWE-Other'],[''],[],"Format string vulnerability in Kaffe OpenVM 1.0.6 and earlier allows local users to execute arbitrary code, when a java.lang.NoClassDefFoundError is thrown, via format specifiers in the forName attribute."
CVE-2002-2023,['NVD-CWE-Other'],[''],[],"The get_parameter_from_freqency_source function in beep2 1.0, 1.1 and 1.2, when installed setuid root, allows local users to read arbitrary files via unknown attack vectors."
CVE-2002-2024,['NVD-CWE-Other'],[''],[],"Horde IMP 2.2.7 allows remote attackers to obtain the full web root pathname via an HTTP request for (1) poppassd.php3, (2) login.php3?reason=chpass2, (3) spelling.php3, and (4) ldap.search.php3?ldap_serv=nonsense which leaks the information in error messages."
CVE-2002-2025,['NVD-CWE-Other'],[''],[],Lotus Domino server 5.0.9a and earlier allows remote attackers to cause a denial of service by exhausting the number of working threads via a large number of HTTP requests for (1) an MS-DOS device name and (2) an MS-DOS device name with a large number of characters appended to the device name.
CVE-2002-2026,['NVD-CWE-Other'],[''],[],"Buffer overflow in BrowseFTP 1.62 client allows remote FTP servers to execute arbitrary code via a long FTP ""220"" message reply."
CVE-2002-2027,['NVD-CWE-Other'],[''],[],"Database of Our Owlish Wisdom (DOOW) 0.1 through 0.2.1 does not properly verify user permissions, which allows remote attackers to perform unauthorized activities."
CVE-2002-2028,['NVD-CWE-Other'],[''],[],"The screensaver on Windows NT 4.0, 2000, XP, and 2002 does not verify if a domain account has already been locked when a valid password is provided, which makes it easier for users with physical access to conduct brute force password guessing."
CVE-2002-2029,['NVD-CWE-Other'],[''],[],"PHP, when installed on Windows with Apache and ScriptAlias for /php/ set to c:/php/, allows remote attackers to read arbitrary files and possibly execute arbitrary programs via an HTTP request for php.exe with a filename in the query string."
CVE-2002-2030,['NVD-CWE-Other'],[''],[],Stack-based buffer overflow in SQLData Enterprise Server 3.0 allows remote attacker to execute arbitrary code and cause a denial of service via a long HTTP request.
CVE-2002-2031,['NVD-CWE-Other'],[''],[],"Internet Explorer 5.0, 5.0.1 and 5.5 with JavaScript execution enabled allows remote attackers to determine the existence of arbitrary files via a script tag with a src parameter that references a non-JavaScript file, then using the onError event handler to monitor the results."
CVE-2002-2032,['NVD-CWE-Other'],[''],[],"sql_layer.php in PHP-Nuke 5.4 and earlier does not restrict access to debugging features, which allows remote attackers to gain SQL query information by setting the sql_debug parameter to (1) index.php and (2) modules.php."
CVE-2002-2033,['NVD-CWE-Other'],[''],[],faqmanager.cgi in FAQManager 2.2.5 and earlier allows remote attackers to read arbitrary files by specifying the filename in the toc parameter with a trailing null character (%00).
CVE-2002-2034,['NVD-CWE-Other'],[''],[],The Email Sanitizer before 1.133 for Procmail allows remote attackers to bypass the mail filter and execute arbitrary code via crafted recursive multipart MIME attachments.
CVE-2002-2035,['NVD-CWE-Other'],[''],[],SQL injection vulnerability in RealityScape MyLogin 2000 1.0.0 and earlier allows remote attackers to execute arbitrary SQL commands via the (1) Username or (2) Password in the login form.
CVE-2002-2036,['NVD-CWE-Other'],[''],[],"Sun Ray Server Software (SRSS) 1.3, when Non-Smartcard Mobility (NSCM) is enabled, allows remote attackers to login as another user by running dtlogin from a system that supports the XDMCP client."
CVE-2002-2037,['NVD-CWE-Other'],[''],[],"The Cisco Media Gateway Controller (MGC) in (1) SC2200 7.4 and earlier, (2) VSC3000 9.1 and earlier, (3) PGW 2200 9.1 and earlier, (4) Billing and Management Server (BAMS) and (5) Voice Services Provisioning Tool (VSPT) runs on default installations of Solaris 2.6 with unnecessary services and without the latest security patches, which allows attackers to exploit known vulnerabilities."
CVE-2002-2038,['NVD-CWE-Other'],[''],[],"Next Generation POSIX Threading (NGPT) 1.9.0 uses a filesystem-based shared memory entry, which allows local users to cause a denial of service or in threaded processes or spoof files via unknown methods."
CVE-2002-2039,['NVD-CWE-Other'],[''],[],/bin/su in QNX realtime operating system (RTOS) 4.25 and 6.1.0 allows local users to obtain sensitive information from core dump files by sending the SIGSERV (invalid memory reference) signal.
CVE-2002-2040,['NVD-CWE-Other'],[''],[],"The (1) phrafx and (2) phgrafx-startup programs in QNX realtime operating system (RTOS) 4.25 and 6.1.0 do not properly drop privileges before executing the system command, which allows local users to execute arbitrary commands by modifying the PATH environment variable to reference a malicious crttrap program."
CVE-2002-2041,['NVD-CWE-Other'],[''],[],Multiple buffer overflows in realtime operating system (RTOS) 6.1.0 allows local users to execute arbitrary code via (1) a long ABLANG environment variable in phlocale or (2) a long -u option to pkg-installer.
CVE-2002-2042,['NVD-CWE-Other'],[''],[],"ptrace in the QNX realtime operating system (RTOS) 4.25 and 6.1.0 allows programs to attach to privileged processes, which could allow local users to execute arbitrary code by modifying running processes."
CVE-2002-2043,['NVD-CWE-Other'],[''],[],SQL injection vulnerability in the LDAP and MySQL authentication patch for Cyrus SASL 1.5.24 and 1.5.27 allows remote attackers to execute arbitrary SQL commands and log in as arbitrary POP mail users via the password.
CVE-2002-2044,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in x_stat_admin.php in x-stat 2.3 and earlier allows remote attackers to inject arbitrary web script or HTML via a parameter to the phpinfo action.
CVE-2002-2045,['NVD-CWE-Other'],[''],[],"x_stat_admin.php in x-stat 2.3 and earlier allows remote attackers to (1) execute PHP commands such as phpinfo or (2) obtain the full path of the web server via an invalid action parameter, which leaks the pathname in an error message."
CVE-2002-2046,['NVD-CWE-Other'],[''],[],x_news.php in X-News (x_news) 1.1 and earlier allows remote attackers to gain administrative privileges by stealing and replaying the md5_password cookie.
CVE-2002-2047,['NVD-CWE-Other'],[''],[],The file preview functionality in Sketch 0.6.12 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the filename of an encapsulated Postscript (EPS) file.
CVE-2002-2048,['NVD-CWE-Other'],[''],[],"Buffer overflow in PFinger 0.7.8 client allows remote attackers to execute arbitrary code via a long query value passed to the (1) finger program, (2) -l, (3) -d, and (4) -t options.  NOTE: if PFinger is not setuid or setgid, then this issue would not cross privilege boundaries and would not be considered a vulnerability."
CVE-2002-2049,['NVD-CWE-Other'],[''],[],"configure for Dsniff 2.3, fragroute 1.2, and fragrouter 1.6, when downloaded from monkey.org on May 17, 2002, has been modified to contain a backdoor, which allows remote attackers to access the system."
CVE-2002-2050,['NVD-CWE-Other'],[''],[],"Directory traversal vulnerability in processor_web plugin for ModLogAn 0.5.0 through 0.7.11, when used with the splitby option, allows local users to overwrite arbitrary files via a .. (dot dot) in the hostname of a log entry."
CVE-2002-2051,['NVD-CWE-Other'],[''],[],"The processor_web plugin for ModLogAn 0.5.0 through 0.7.11, when used with the splitby option, allows local users to overwrite arbitrary files via a symlink attack on files specified as hostnames in a log file."
CVE-2002-2052,['NVD-CWE-Other'],[''],[],"Cisco 2611 router running IOS 12.1(6.5), possibly an interim release, allows remote attackers to cause a denial of service via port scans such as (1) scanning all ports on a single host and (2) scanning a network of hosts for a single open port through the router.  NOTE: the vendor could not reproduce this issue, saying that the original reporter was using an interim release of the software."
CVE-2002-2053,['NVD-CWE-Other'],[''],[],"The design of the Hot Standby Routing Protocol (HSRP), as implemented on Cisco IOS 12.1, when using IRPAS, allows remote attackers to cause a denial of service (CPU consumption) via a router with the same IP address as the interface on which HSRP is running, which causes a loop."
CVE-2002-2054,['NVD-CWE-Other'],[''],[],TeeKai Forum 1.2 allows remote attackers to authenticate as the administrator and and gain privileged web forum access by setting the valid_level cookie to admin.
CVE-2002-2055,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in userlog.php in TeeKai Tracking Online 1.0 allows remote attackers to inject arbitrary web script or HTML via the id parameter.
CVE-2002-2056,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in TeeKai Forum 1.2 allows remote attackers to inject arbitrary web script or HTML via the valid_username_online cookie.
CVE-2002-2057,['NVD-CWE-Other'],[''],[],"TeeKai Forum 1.2 uses weak encryption of web usage statistics in data/member_log.txt, which is stored under the web document root with insufficient access control, which allows remote attackers to identify IP's visiting the site by dividing each octet by the MD5 hash of '20'."
CVE-2002-2058,['NVD-CWE-Other'],[''],[],"TeeKai Tracking Online 1.0 uses weak encryption of web usage statistics in data/userlog/log.txt, which allows remote attackers to identify IP's visiting the site by dividing each octet by the MD5 hash of '20'."
CVE-2002-2059,['NVD-CWE-Other'],[''],[],"BIOS D845BG, D845HV, D845PT and D845WN on Intel motherboards does not properly restrict access to configuration information when BIOS passwords are enabled, which could allow local users to change the default boot device via the F8 key."
CVE-2002-2060,['NVD-CWE-Other'],[''],[],Buffer overflow in Links 2.0 pre4 allows remote attackers to crash client browsers and possibly execute arbitrary code via gamma tables in large 16-bit PNG images.
CVE-2002-2061,['NVD-CWE-Other'],[''],[],Heap-based buffer overflow in Netscape 6.2.3 and Mozilla 1.0 and earlier allows remote attackers to crash client browsers and execute arbitrary code via a PNG image with large width and height values and an 8-bit or 16-bit alpha channel.
CVE-2002-2062,['NVD-CWE-Other'],[''],[],"Cross-site scripting (XSS) vulnerability in ftp.htt in Internet Explorer 5.5 and 6.0, when running on Windows 2000 with ""Enable folder view for FTP sites"" and ""Enable Web content in folders"" selected, allows remote attackers to inject arbitrary web script or HTML via the hostname portion of an FTP URL."
CVE-2002-2063,['NVD-CWE-Other'],[''],[],AtGuard 3.2 allows remote attackers to bypass firwall filters and execute prohibited programs by changing the filenames to permitted filenames.
CVE-2002-2064,['NVD-CWE-Other'],[''],[],isadmin.php in PhpWebGallery 1.0 allows remote attackers to gain administrative access via by setting the photo_login cookie to pseudo.
CVE-2002-2065,['NVD-CWE-Other'],[''],[],WebCalendar 0.9.34 and earlier with 'browsing in includes directory' enabled allows remote attackers to read arbitrary include files with .inc extensions from the web root.
CVE-2002-2066,['NVD-CWE-Other'],[''],[],"BestCrypt BCWipe 1.0.7 and 2.0 through 2.35.1 does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted."
CVE-2002-2067,['NVD-CWE-Other'],[''],[],"East-Tec Eraser 2002 does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted."
CVE-2002-2068,['NVD-CWE-Other'],[''],[],"Eraser 5.3 does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted."
CVE-2002-2069,['NVD-CWE-Other'],[''],[],"PGP 6.x and 7.x does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted."
CVE-2002-2070,['NVD-CWE-Other'],[''],[],"SecureClean 3 build 2.0 does not clear Windows alternate data streams that are attached to files on NTFS file systems, which allows attackers to recover sensitive information that was supposed to be deleted."
CVE-2002-2071,['NVD-CWE-Other'],[''],[],"Compaq Tru64 4.0 d allows remote attackers to cause a denial of service in (1) telnet, (2) FTP, (3) ypbind, (4) rpc.lockd, (5) snmp, (6) ttdbserverd, and possibly other services via a TCP SYN scan, as demonstrated using nmap."
CVE-2002-2072,['NVD-CWE-Other'],[''],[],java.security.AccessController in Sun Java Virtual Machine (JVM) in JRE 1.2.2 and 1.3.1 allows remote attackers to cause a denial of service (JVM crash) via a Java program that calls the doPrivileged method with a null argument.
CVE-2002-2073,['NVD-CWE-Other'],[''],[],Cross-site scripting (XSS) vulnerability in the default ASP pages on Microsoft Site Server 3.0 on Windows NT 4.0 allows remote attackers to inject arbitrary web script or HTML via the (1) ctr parameter in Default.asp and (2) the query string to formslogin.asp.
CVE-2002-2074,['NVD-CWE-Other'],[''],[],SQL injection vulnerability in Mailidx before 20020105 allows remote attackers to execute arbitrary SQL commands via the search web page.
CVE-2002-2075,['NVD-CWE-Other'],[''],[],ICQ 2001a and 2002b allows remote attackers to cause a denial of service (memory consumption and hang) via a contact message with a large contacts number.
CVE-2002-2076,['NVD-CWE-Other'],[''],[],Directory traversal vulnerability in Lil' HTTP server 2.1 and 2.2 allows remote attackers to read arbitrary files via a .. (dot dot) in an HTTP GET request.
CVE-2002-2077,['NVD-CWE-Other'],[''],[],"The DCOM client in Windows 2000 before SP3 does not properly clear memory before sending an ""alter context"" request, which may allow remote attackers to obtain sensitive information by sniffing the session."
CVE-2002-2078,['NVD-CWE-Other'],[''],[],Heap-based buffer overflow in Floositek (1) FTGate Pro 1.05 and (2) FTGate Office 1.05 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a long POP3 APOP USER command.
CVE-2002-2079,['NVD-CWE-Other'],[''],[],mosix-protocol-stack in Multicomputer Operating System for UnIX (MOSIX) 1.5.7 allows remote attackers to cause a denial of service via malformed packets.
CVE-2002-2080,['NVD-CWE-Other'],[''],[],Floositek FTGate PRO 1.05 allows remote attackers to cause a denial of service (memory and CPU consumption) via a large number of RCPT TO: messages during an SMTP session.
CVE-2002-2081,['NVD-CWE-Other'],[''],[],"cphost.dll in Microsoft Site Server 3.0 allows remote attackers to cause a denial of service (disk consumption) via an HTTP POST of a file with a long TargetURL parameter, which causes Site Server to abort and leaves the uploaded file in c:\temp."
CVE-2002-2082,['NVD-CWE-Other'],[''],[],"FTGate and FTGate Pro 1.05 lock user mailboxes before authentication succeeds, which allows remote attackers to lock the mailboxes of other users."
CVE-2002-2083,['NVD-CWE-Other'],[''],[],"The Novell Netware client running on Windows 95 allows local users to bypass the login and open arbitrary files via the ""What is this?"" help feature, which can be launched from the Novell Netware login screen."
CVE-2002-2084,['NVD-CWE-Other'],[''],[],Directory traversal vulnerability in index.php of Portix 0.4.02 allows remote attackers to read arbitrary files via a .. (dot dot) in the (1) l and (2) topic parameters.
CVE-2002-2085,['NVD-CWE-Other'],[''],[],Directory traversal vulnerability in page.cgi of WWWeBBB Forum 3.82 beta and earlier allows remote attackers to read arbitrary files via a .. (dot dot) in an HTTP request.
CVE-2002-2086,['NVD-CWE-Other'],[''],[],"Multiple cross-site scripting (XSS) vulnerabilities in magicHTML of SquirrelMail before 1.2.6 allow remote attackers to inject arbitrary web script or HTML via (1) ""<<script"" in unspecified input fields or (2) a javascript: URL in the src attribute of an IMG tag."
CVE-2002-2087,['NVD-CWE-Other'],[''],[],"Buffer overflow in Borland InterBase 6.0 allows local users to execute arbitrary code via a long INTERBASE environment variable when calling (1) gds_drop, (2) gds_lock_mgr, or (3) gds_inet_server."
CVE-2002-2088,['NVD-CWE-Other'],[''],[],"The MOSIX Project clump/os 5.4 creates a default VNC account without a password, which allows remote attackers to gain root access."
CVE-2002-2089,['NVD-CWE-Other'],[''],[],Buffer overflow in rcp in Solaris 9.0 allows local users to execute arbitrary code via a long command line argument.
CVE-2002-2090,['NVD-CWE-Other'],[''],[],Caucho Technology Resin server 2.1.1 to 2.1.2 allows remote attackers to obtain server's root path via requests for MS-DOS device names such as lpt9.xtp.
CVE-2002-2091,['NVD-CWE-Other'],[''],[],"Format string vulnerability in Deception Finger Daemon, decfingerd, 0.7 may allow remote attackers to execute arbitrary code via the username of a finger request."
CVE-2002-2092,['NVD-CWE-Other'],[''],[],"Race condition in exec in OpenBSD 4.0 and earlier, NetBSD 1.5.2 and earlier, and FreeBSD 4.4 and earlier allows local users to gain privileges by attaching a debugger to a process before the kernel has determined that the process is setuid or setgid."
